video_id,timestamp,x1,y1,x2,y2,action_id,action,action_name,person_id
-OyDO1g74vc,1020,0.116,0.062,0.998,0.974,15,talking_on_phone,接电话,9
-OyDO1g74vc,1021,0.138,0.055,1.0,0.978,15,talking_on_phone,接电话,9
-OyDO1g74vc,1022,0.194,0.068,1.0,0.986,15,talking_on_phone,接电话,9
-OyDO1g74vc,1023,0.176,0.055,1.0,0.979,15,talking_on_phone,接电话,9
-OyDO1g74vc,1024,0.028,0.068,0.991,0.975,15,talking_on_phone,接电话,9
-OyDO1g74vc,1025,0.018,0.069,0.973,0.971,15,talking_on_phone,接电话,9
-OyDO1g74vc,1026,0.014,0.043,0.983,0.979,15,talking_on_phone,接电话,9
-OyDO1g74vc,1027,0.019,0.058,0.979,0.991,15,talking_on_phone,接电话,9
-OyDO1g74vc,1028,0.015,0.047,0.987,0.972,15,talking_on_phone,接电话,9
-OyDO1g74vc,1029,0.027,0.044,0.991,0.982,15,talking_on_phone,接电话,9
-OyDO1g74vc,1030,0.019,0.042,0.975,0.972,15,talking_on_phone,接电话,9
-OyDO1g74vc,1031,0.022,0.044,0.975,0.981,15,talking_on_phone,接电话,9
-OyDO1g74vc,1032,0.036,0.05,0.975,0.974,15,talking_on_phone,接电话,9
-OyDO1g74vc,1033,0.0,0.043,0.931,0.971,15,talking_on_phone,接电话,9
-OyDO1g74vc,1034,0.058,0.058,0.989,0.969,15,talking_on_phone,接电话,9
-OyDO1g74vc,1035,0.033,0.062,0.983,0.973,15,talking_on_phone,接电话,9
-OyDO1g74vc,1036,0.039,0.052,0.949,0.969,15,talking_on_phone,接电话,9
-OyDO1g74vc,1037,0.028,0.062,0.945,0.97,15,talking_on_phone,接电话,9
-OyDO1g74vc,1038,0.013,0.054,0.962,0.969,15,talking_on_phone,接电话,9
-OyDO1g74vc,1039,0.05,0.063,0.996,0.983,15,talking_on_phone,接电话,9
-OyDO1g74vc,1040,0.114,0.057,0.985,0.98,15,talking_on_phone,接电话,9
-OyDO1g74vc,1041,0.206,0.071,0.997,0.986,15,talking_on_phone,接电话,9
-OyDO1g74vc,1042,0.189,0.095,1.0,0.995,15,talking_on_phone,接电话,9
-OyDO1g74vc,1043,0.181,0.098,1.0,0.989,15,talking_on_phone,接电话,9
-OyDO1g74vc,1044,0.138,0.051,1.0,0.99,15,talking_on_phone,接电话,9
-OyDO1g74vc,1045,0.124,0.054,1.0,0.979,15,talking_on_phone,接电话,9
-OyDO1g74vc,1537,0.0,0.0,0.808,0.998,27,drinking_water,喝水/饮用,149
-OyDO1g74vc,1538,0.0,0.002,0.801,0.996,27,drinking_water,喝水/饮用,149
-OyDO1g74vc,1539,0.001,0.004,0.699,0.996,27,drinking_water,喝水/饮用,152
-OyDO1g74vc,1542,0.103,0.195,0.326,0.901,27,drinking_water,喝水/饮用,157
-OyDO1g74vc,1557,0.389,0.104,0.702,0.988,27,drinking_water,喝水/饮用,168
-OyDO1g74vc,1558,0.352,0.108,0.637,0.998,27,drinking_water,喝水/饮用,168
-OyDO1g74vc,1562,0.032,0.044,0.394,1.0,27,drinking_water,喝水/饮用,168
-OyDO1g74vc,1563,0.078,0.057,0.434,0.975,27,drinking_water,喝水/饮用,168
-OyDO1g74vc,1564,0.015,0.086,0.34,0.909,27,drinking_water,喝水/饮用,168
-XpUuIgyUHE,1241,0.142,0.098,0.475,0.936,27,drinking_water,喝水/饮用,213
-XpUuIgyUHE,1242,0.147,0.095,0.473,0.945,27,drinking_water,喝水/饮用,213
-XpUuIgyUHE,1243,0.112,0.077,0.457,0.979,27,drinking_water,喝水/饮用,213
-XpUuIgyUHE,1246,0.156,0.06,0.519,0.972,27,drinking_water,喝水/饮用,213
-XpUuIgyUHE,1247,0.153,0.089,0.512,0.944,27,drinking_water,喝水/饮用,213
-XpUuIgyUHE,1248,0.565,0.15,0.676,0.581,27,drinking_water,喝水/饮用,218
-XpUuIgyUHE,1372,0.348,0.308,0.716,0.938,27,drinking_water,喝水/饮用,289
-XpUuIgyUHE,1373,0.115,0.044,0.899,0.953,27,drinking_water,喝水/饮用,289
-XpUuIgyUHE,1396,0.737,0.282,0.942,0.68,27,drinking_water,喝水/饮用,305
-XpUuIgyUHE,1407,0.063,0.321,0.653,0.957,27,drinking_water,喝水/饮用,313
-XpUuIgyUHE,1407,0.319,0.278,0.85,0.913,27,drinking_water,喝水/饮用,315
-XpUuIgyUHE,1407,0.544,0.304,0.823,0.733,27,drinking_water,喝水/饮用,310
-XpUuIgyUHE,1407,0.64,0.278,0.935,0.667,27,drinking_water,喝水/饮用,314
-XpUuIgyUHE,1408,0.319,0.297,0.709,0.726,27,drinking_water,喝水/饮用,315
-XpUuIgyUHE,1409,0.16,0.441,0.323,0.648,27,drinking_water,喝水/饮用,321
-XpUuIgyUHE,1554,0.148,0.096,0.829,0.958,27,drinking_water,喝水/饮用,422
053oq2xB3oU,1633,0.457,0.4,0.779,0.752,57,using_phone,看手机/发短信,724
053oq2xB3oU,1634,0.468,0.4,0.779,0.767,57,using_phone,看手机/发短信,724
053oq2xB3oU,1695,0.108,0.271,0.562,0.836,27,drinking_water,喝水/饮用,735
053oq2xB3oU,1701,0.104,0.275,0.473,0.858,27,drinking_water,喝水/饮用,735
0f39OWEqJ24,994,0.588,0.102,0.908,0.985,27,drinking_water,喝水/饮用,23
0f39OWEqJ24,998,0.623,0.099,0.965,0.99,27,drinking_water,喝水/饮用,23
0f39OWEqJ24,1192,0.015,0.184,0.731,0.958,27,drinking_water,喝水/饮用,113
0f39OWEqJ24,1193,0.302,0.055,1.0,0.982,27,drinking_water,喝水/饮用,114
0f39OWEqJ24,1194,0.438,0.031,1.0,0.975,27,drinking_water,喝水/饮用,114
0f39OWEqJ24,1195,0.485,0.043,1.0,0.998,27,drinking_water,喝水/饮用,114
0f39OWEqJ24,1230,0.372,0.027,0.993,0.995,27,drinking_water,喝水/饮用,132
0f39OWEqJ24,1231,0.357,0.028,1.0,0.994,27,drinking_water,喝水/饮用,132
0f39OWEqJ24,1232,0.502,0.083,0.887,0.782,27,drinking_water,喝水/饮用,132
0f39OWEqJ24,1390,0.008,0.124,0.771,0.983,27,drinking_water,喝水/饮用,179
0f39OWEqJ24,1391,0.009,0.14,0.817,0.993,27,drinking_water,喝水/饮用,179
0f39OWEqJ24,1392,0.01,0.153,0.769,0.99,27,drinking_water,喝水/饮用,179
0f39OWEqJ24,1400,0.059,0.061,0.998,1.0,27,drinking_water,喝水/饮用,183
0f39OWEqJ24,1404,0.196,0.047,1.0,1.0,27,drinking_water,喝水/饮用,185
0f39OWEqJ24,1405,0.039,0.051,0.989,0.994,27,drinking_water,喝水/饮用,185
0f39OWEqJ24,1406,0.0,0.062,0.995,0.998,27,drinking_water,喝水/饮用,185
0f39OWEqJ24,1455,0.03,0.136,0.778,0.923,27,drinking_water,喝水/饮用,214
0f39OWEqJ24,1456,0.027,0.151,0.721,0.907,27,drinking_water,喝水/饮用,214
0f39OWEqJ24,1466,0.0,0.033,0.647,0.95,27,drinking_water,喝水/饮用,215
0f39OWEqJ24,1467,0.039,0.073,0.857,0.981,27,drinking_water,喝水/饮用,215
1ReZIMmD_8E,1044,0.625,0.104,0.982,0.886,27,drinking_water,喝水/饮用,22
1ReZIMmD_8E,1051,0.644,0.022,0.937,0.973,27,drinking_water,喝水/饮用,22
1ReZIMmD_8E,1052,0.338,0.235,0.55,0.989,27,drinking_water,喝水/饮用,25
1ReZIMmD_8E,1052,0.656,0.066,0.932,0.973,27,drinking_water,喝水/饮用,22
1ReZIMmD_8E,1053,0.58,0.159,0.928,0.824,27,drinking_water,喝水/饮用,22
1ReZIMmD_8E,1054,0.294,0.224,0.618,0.982,27,drinking_water,喝水/饮用,25
1ReZIMmD_8E,1055,0.31,0.239,0.587,0.978,27,drinking_water,喝水/饮用,25
1ReZIMmD_8E,1056,0.288,0.233,0.514,0.984,27,drinking_water,喝水/饮用,25
1ReZIMmD_8E,1057,0.325,0.227,0.61,0.992,27,drinking_water,喝水/饮用,25
1ReZIMmD_8E,1058,0.022,0.255,0.317,0.991,27,drinking_water,喝水/饮用,23
1ReZIMmD_8E,1058,0.341,0.225,0.602,0.973,27,drinking_water,喝水/饮用,25
1ReZIMmD_8E,1059,0.024,0.26,0.327,0.988,27,drinking_water,喝水/饮用,23
1ReZIMmD_8E,1060,0.072,0.266,0.342,0.996,27,drinking_water,喝水/饮用,23
1ReZIMmD_8E,1060,0.347,0.222,0.574,0.995,27,drinking_water,喝水/饮用,25
1ReZIMmD_8E,1061,0.095,0.262,0.354,0.999,27,drinking_water,喝水/饮用,23
1ReZIMmD_8E,1061,0.338,0.227,0.554,0.993,27,drinking_water,喝水/饮用,25
1ReZIMmD_8E,1062,0.314,0.222,0.592,0.988,27,drinking_water,喝水/饮用,25
1ReZIMmD_8E,1063,0.062,0.26,0.324,0.993,27,drinking_water,喝水/饮用,23
1ReZIMmD_8E,1063,0.325,0.205,0.564,0.987,27,drinking_water,喝水/饮用,25
1ReZIMmD_8E,1069,0.453,0.016,0.991,0.98,27,drinking_water,喝水/饮用,26
1ReZIMmD_8E,1070,0.012,0.205,0.596,0.989,27,drinking_water,喝水/饮用,27
1ReZIMmD_8E,1070,0.453,0.026,0.98,0.981,27,drinking_water,喝水/饮用,26
1ReZIMmD_8E,1071,0.014,0.136,0.498,0.993,27,drinking_water,喝水/饮用,27
1ReZIMmD_8E,1071,0.332,0.02,0.921,0.981,27,drinking_water,喝水/饮用,26
1ReZIMmD_8E,1074,0.485,0.005,0.99,1.0,27,drinking_water,喝水/饮用,26
1ReZIMmD_8E,1075,0.445,0.027,0.985,0.987,27,drinking_water,喝水/饮用,26
1ReZIMmD_8E,1076,0.379,0.222,0.584,0.99,27,drinking_water,喝水/饮用,26
1ReZIMmD_8E,1081,0.395,0.228,0.676,0.987,27,drinking_water,喝水/饮用,26
1ReZIMmD_8E,1112,0.544,0.204,0.764,0.908,27,drinking_water,喝水/饮用,33
1ReZIMmD_8E,1113,0.554,0.22,0.87,0.812,27,drinking_water,喝水/饮用,33
1ReZIMmD_8E,1114,0.594,0.211,0.925,0.792,27,drinking_water,喝水/饮用,33
1ReZIMmD_8E,1194,0.01,0.387,0.37,0.892,27,drinking_water,喝水/饮用,75
1ReZIMmD_8E,1195,0.023,0.358,0.363,0.888,27,drinking_water,喝水/饮用,75
1ReZIMmD_8E,1195,0.355,0.352,0.688,0.918,27,drinking_water,喝水/饮用,76
1ReZIMmD_8E,1196,0.025,0.23,0.317,0.848,27,drinking_water,喝水/饮用,75
1ReZIMmD_8E,1196,0.271,0.033,0.655,0.918,27,drinking_water,喝水/饮用,76
1ReZIMmD_8E,1197,0.019,0.039,0.309,0.855,27,drinking_water,喝水/饮用,75
1ReZIMmD_8E,1197,0.304,0.0,0.833,0.927,27,drinking_water,喝水/饮用,76
1ReZIMmD_8E,1204,0.018,0.252,0.354,0.774,27,drinking_water,喝水/饮用,80
1ReZIMmD_8E,1205,0.009,0.213,0.34,0.769,27,drinking_water,喝水/饮用,80
1ReZIMmD_8E,1206,0.017,0.208,0.358,0.778,27,drinking_water,喝水/饮用,80
1ReZIMmD_8E,1207,0.034,0.214,0.455,0.752,27,drinking_water,喝水/饮用,80
1ReZIMmD_8E,1208,0.042,0.227,0.465,0.785,27,drinking_water,喝水/饮用,80
1ReZIMmD_8E,1209,0.003,0.174,0.443,0.944,27,drinking_water,喝水/饮用,82
1ReZIMmD_8E,1217,0.021,0.174,0.468,0.93,27,drinking_water,喝水/饮用,85
1ReZIMmD_8E,1218,0.014,0.167,0.497,0.931,27,drinking_water,喝水/饮用,85
1ReZIMmD_8E,1219,0.3,0.271,0.973,0.991,27,drinking_water,喝水/饮用,88
1ReZIMmD_8E,1220,0.322,0.315,0.946,0.976,27,drinking_water,喝水/饮用,88
1ReZIMmD_8E,1221,0.316,0.241,0.97,0.977,27,drinking_water,喝水/饮用,88
1ReZIMmD_8E,1222,0.318,0.248,0.975,0.981,27,drinking_water,喝水/饮用,88
1ReZIMmD_8E,1280,0.329,0.255,0.423,0.42,27,drinking_water,喝水/饮用,160
1ReZIMmD_8E,1281,0.007,0.228,0.148,0.984,27,drinking_water,喝水/饮用,163
1ReZIMmD_8E,1282,0.007,0.228,0.156,0.907,27,drinking_water,喝水/饮用,163
1ReZIMmD_8E,1286,0.07,0.133,0.451,0.976,27,drinking_water,喝水/饮用,130
1ReZIMmD_8E,1391,0.815,0.296,0.99,0.91,27,drinking_water,喝水/饮用,227
1ReZIMmD_8E,1421,0.067,0.105,0.467,0.988,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1426,0.113,0.069,0.63,1.0,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1429,0.113,0.082,0.488,0.97,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1430,0.094,0.105,0.56,0.96,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1431,0.093,0.107,0.544,0.983,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1432,0.085,0.158,0.478,0.979,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1433,0.472,0.244,0.79,0.842,27,drinking_water,喝水/饮用,233
1ReZIMmD_8E,1434,0.062,0.145,0.406,0.998,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1434,0.456,0.227,0.776,0.839,27,drinking_water,喝水/饮用,233
1ReZIMmD_8E,1435,0.015,0.119,0.35,0.99,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1436,0.472,0.236,0.767,0.818,27,drinking_water,喝水/饮用,233
1ReZIMmD_8E,1437,0.455,0.222,0.772,0.828,27,drinking_water,喝水/饮用,233
1ReZIMmD_8E,1438,0.029,0.106,0.353,0.981,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1438,0.437,0.227,0.76,0.832,27,drinking_water,喝水/饮用,233
1ReZIMmD_8E,1439,0.413,0.23,0.774,0.823,27,drinking_water,喝水/饮用,233
1ReZIMmD_8E,1440,0.025,0.106,0.354,0.994,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1441,0.019,0.122,0.326,0.984,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1442,0.497,0.222,0.817,0.821,27,drinking_water,喝水/饮用,233
1ReZIMmD_8E,1443,0.13,0.082,0.553,0.988,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1443,0.605,0.198,0.963,0.824,27,drinking_water,喝水/饮用,233
1ReZIMmD_8E,1444,0.287,0.093,0.705,0.951,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1445,0.44,0.107,0.868,0.974,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1448,0.507,0.127,0.926,0.985,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1449,0.528,0.128,0.934,0.982,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1450,0.508,0.138,0.922,0.972,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1455,0.143,0.14,0.483,0.983,27,drinking_water,喝水/饮用,241
1ReZIMmD_8E,1456,0.116,0.102,0.519,1.0,27,drinking_water,喝水/饮用,241
1ReZIMmD_8E,1456,0.552,0.109,0.913,0.988,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1457,0.116,0.079,0.555,0.986,27,drinking_water,喝水/饮用,241
1ReZIMmD_8E,1458,0.488,0.114,0.898,1.0,27,drinking_water,喝水/饮用,239
1ReZIMmD_8E,1463,0.272,0.211,0.474,0.981,27,drinking_water,喝水/饮用,244
1ReZIMmD_8E,1464,0.678,0.266,0.933,0.786,27,drinking_water,喝水/饮用,245
1ReZIMmD_8E,1465,0.528,0.236,0.758,0.805,27,drinking_water,喝水/饮用,245
1ReZIMmD_8E,1473,0.108,0.158,0.387,0.969,27,drinking_water,喝水/饮用,244
1ReZIMmD_8E,1474,0.61,0.242,0.822,0.674,27,drinking_water,喝水/饮用,252
1ReZIMmD_8E,1475,0.118,0.178,0.357,0.987,27,drinking_water,喝水/饮用,244
1ReZIMmD_8E,1475,0.593,0.244,0.822,0.783,27,drinking_water,喝水/饮用,252
1ReZIMmD_8E,1476,0.117,0.15,0.38,0.988,27,drinking_water,喝水/饮用,244
1ReZIMmD_8E,1476,0.589,0.239,0.821,0.778,27,drinking_water,喝水/饮用,252
1ReZIMmD_8E,1477,0.115,0.173,0.378,0.984,27,drinking_water,喝水/饮用,244
1ReZIMmD_8E,1477,0.599,0.242,0.823,0.837,27,drinking_water,喝水/饮用,252
1ReZIMmD_8E,1478,0.602,0.249,0.834,0.779,27,drinking_water,喝水/饮用,252
1ReZIMmD_8E,1479,0.605,0.243,0.861,0.7,27,drinking_water,喝水/饮用,252
1ReZIMmD_8E,1480,0.048,0.15,0.384,1.0,27,drinking_water,喝水/饮用,244
1ReZIMmD_8E,1480,0.631,0.233,0.854,0.713,27,drinking_water,喝水/饮用,252
1ReZIMmD_8E,1481,0.065,0.148,0.405,0.995,27,drinking_water,喝水/饮用,244
1ReZIMmD_8E,1484,0.761,0.232,0.984,0.8,27,drinking_water,喝水/饮用,256
1ReZIMmD_8E,1593,0.581,0.484,0.705,0.706,27,drinking_water,喝水/饮用,271
1ReZIMmD_8E,1594,0.575,0.486,0.8,0.749,27,drinking_water,喝水/饮用,271
1ReZIMmD_8E,1595,0.572,0.481,0.706,0.72,27,drinking_water,喝水/饮用,271
1ReZIMmD_8E,1604,0.728,0.52,0.917,0.902,27,drinking_water,喝水/饮用,273
1ReZIMmD_8E,1605,0.757,0.519,0.921,0.852,27,drinking_water,喝水/饮用,273
1ReZIMmD_8E,1606,0.759,0.512,0.922,0.862,27,drinking_water,喝水/饮用,273
1ReZIMmD_8E,1670,0.109,0.21,0.434,0.811,27,drinking_water,喝水/饮用,301
1ReZIMmD_8E,1671,0.081,0.224,0.41,0.813,27,drinking_water,喝水/饮用,301
1ReZIMmD_8E,1672,0.027,0.235,0.39,0.83,27,drinking_water,喝水/饮用,301
1ReZIMmD_8E,1673,0.03,0.214,0.384,0.823,27,drinking_water,喝水/饮用,301
1ReZIMmD_8E,1686,0.52,0.264,0.976,0.985,27,drinking_water,喝水/饮用,303
1ReZIMmD_8E,1687,0.542,0.3,0.97,0.974,27,drinking_water,喝水/饮用,303
1ReZIMmD_8E,1688,0.574,0.267,0.979,0.979,27,drinking_water,喝水/饮用,303
1ReZIMmD_8E,1689,0.56,0.266,0.97,0.983,27,drinking_water,喝水/饮用,303
1ReZIMmD_8E,1692,0.478,0.298,0.939,0.96,27,drinking_water,喝水/饮用,303
1ReZIMmD_8E,1694,0.478,0.264,0.97,0.97,27,drinking_water,喝水/饮用,303
26V9UzqSguo,1178,0.289,0.234,0.434,0.552,15,talking_on_phone,接电话,140
26V9UzqSguo,1179,0.44,0.272,0.636,0.712,15,talking_on_phone,接电话,140
26V9UzqSguo,1180,0.475,0.242,0.769,0.755,15,talking_on_phone,接电话,140
26V9UzqSguo,1181,0.451,0.25,0.731,0.784,15,talking_on_phone,接电话,140
26V9UzqSguo,1182,0.456,0.243,0.738,0.76,15,talking_on_phone,接电话,140
26V9UzqSguo,1185,0.485,0.348,0.717,0.648,15,talking_on_phone,接电话,150
26V9UzqSguo,1186,0.493,0.349,0.734,0.681,15,talking_on_phone,接电话,150
26V9UzqSguo,1187,0.495,0.343,0.729,0.675,15,talking_on_phone,接电话,150
26V9UzqSguo,1216,0.385,0.171,0.875,0.969,15,talking_on_phone,接电话,178
26V9UzqSguo,1217,0.267,0.142,0.81,1.0,15,talking_on_phone,接电话,178
26V9UzqSguo,1218,0.609,0.476,0.694,0.791,15,talking_on_phone,接电话,179
26V9UzqSguo,1219,0.609,0.475,0.693,0.791,15,talking_on_phone,接电话,179
26V9UzqSguo,1220,0.607,0.471,0.684,0.791,15,talking_on_phone,接电话,179
26V9UzqSguo,1285,0.328,0.24,0.535,0.97,15,talking_on_phone,接电话,189
26V9UzqSguo,1286,0.28,0.187,0.451,0.972,15,talking_on_phone,接电话,189
26V9UzqSguo,1287,0.269,0.2,0.472,0.952,15,talking_on_phone,接电话,189
26V9UzqSguo,1288,0.492,0.32,0.83,0.869,15,talking_on_phone,接电话,190
26V9UzqSguo,1289,0.493,0.323,0.823,0.876,15,talking_on_phone,接电话,190
26V9UzqSguo,1290,0.486,0.322,0.817,0.871,15,talking_on_phone,接电话,190
26V9UzqSguo,1291,0.493,0.313,0.853,0.865,15,talking_on_phone,接电话,190
26V9UzqSguo,1292,0.492,0.314,0.831,0.87,15,talking_on_phone,接电话,190
26V9UzqSguo,1763,0.532,0.354,0.753,0.852,27,drinking_water,喝水/饮用,524
2DUITARAsWQ,1420,0.374,0.128,0.967,0.989,15,talking_on_phone,接电话,193
2DUITARAsWQ,1421,0.396,0.173,0.937,0.979,15,talking_on_phone,接电话,193
2DUITARAsWQ,1422,0.359,0.162,0.94,0.992,15,talking_on_phone,接电话,193
2DUITARAsWQ,1423,0.365,0.162,0.968,0.982,15,talking_on_phone,接电话,193
2DUITARAsWQ,1424,0.354,0.144,0.937,0.988,15,talking_on_phone,接电话,193
2DUITARAsWQ,1425,0.361,0.147,0.965,0.974,15,talking_on_phone,接电话,193
2DUITARAsWQ,1426,0.339,0.157,0.953,0.984,15,talking_on_phone,接电话,193
2DUITARAsWQ,1427,0.334,0.139,0.943,0.995,15,talking_on_phone,接电话,193
2DUITARAsWQ,1428,0.374,0.151,0.942,0.974,15,talking_on_phone,接电话,193
2DUITARAsWQ,1429,0.462,0.336,0.567,0.564,15,talking_on_phone,接电话,198
2DUITARAsWQ,1430,0.017,0.028,0.602,1.0,15,talking_on_phone,接电话,198
2DUITARAsWQ,1431,0.006,0.024,0.596,0.984,15,talking_on_phone,接电话,198
2DUITARAsWQ,1432,0.024,0.022,0.602,0.987,15,talking_on_phone,接电话,198
2DUITARAsWQ,1433,0.021,0.006,0.596,0.982,15,talking_on_phone,接电话,198
2DUITARAsWQ,1434,0.016,0.01,0.603,0.992,15,talking_on_phone,接电话,198
2DUITARAsWQ,1435,0.019,0.012,0.615,0.994,15,talking_on_phone,接电话,198
2DUITARAsWQ,1436,0.014,0.019,0.609,0.979,15,talking_on_phone,接电话,198
2DUITARAsWQ,1437,0.012,0.025,0.623,0.981,15,talking_on_phone,接电话,198
2DUITARAsWQ,1438,0.191,0.046,0.983,0.985,15,talking_on_phone,接电话,203
